,tweet,class
19121, iaintgottarap ead fat rell especially after rita died kayla applebum dexter was just as trash as breaking bad ,1
21283,talking angela is a hoe,1
5120, walmart fuck your store bitch,0
7912,bad bitches an good weed,1
16958, probirdrights i see you again didn t election bird for government america that okay i guess i just take this free cookie for everyo ,2
6553, lcl the slopes aren t for us bro hahaha,2
17519, tera patrick i m happy for the bung holes and negativity desperate guys spew on here a good example of what not to be and what i don ,1
16701, notsheriffwoody just smashed a bottle over buzz head because he s a cunt,1
13023,my doctor tonight is such a miserable cunt even my nurse is pissed off she s been here since pm and hasn t come to see me once ,0
8627,damn internal alarm clock woke up at am feeling chunky from my am cheerios splurge guilt led me to the treadmill gym nosleep,2
16720, noworriezzzz two hoes arguing bout who fucking who for x amount of money lol what,1
5376, motomoto you a real bitch for that,1
9032,eyebrows up and down like wall street homes apex alpha nubie c y all bitches wilding with pencil t co wxwrbee ok,1
20474,ray rice is a bitch amp his wife is stupid for staying by his side ,1
11097,i wish faggots like tyga would stop making music rack city was fucking awful get the fuck outta michigan ,0
23973,i dont shit talk i chip talk dese niggaz jus bitch talk dese niggaz jus chik stalk naw i aint got no chik t co x yljemn,1
11399,i m sticking with tha fluzzy s theory that black pussy tastes like strawberry milk ,1
11579,if thats what yall hoes want then fuck it ,1
17584, tedofficialpage your opinion is irrelevant because you are a cunt,1
16435, misskathevo nofilter i been getting money i ain t worried bout a ho no matter the occasion i ma always get the dough t co ,1
23787,eagles are fucking cunts t co nk co snnv,1
21642,their salsa negro is awesome stacymungo loriisright,2
193, mikelahenry but what if he actually does choose the ugly bitch over you her ass must be fat ,1
23643,bitch u kno my game tight,1
169, laflaregodjosh gucci mane in jail and dropping mixtapes every month and you hoes can t even text back ,1
10218,i don t hold feelings for my old flings i jus trade dem bitches in like my old range cap ,1
23619,bitch ass arod or shorty dont hit me back up,1
18659, billmanoussakis damn i fuck bitches i guess,1
5087, veronicalewis you just can t give hillbillies an audience they ll squander it every time ,1
4745, starkfreeordie i fuckin want out gt i m tired of this bullshit faggot ass closet racist wannabe commune without railroad state gt cali,0
17744, the april fool fucking with them hoes marc withdac camblunt my nigga waka i hate it had to be him t co e ylm yva man t ,1
22404,ur no from here u act sound infront ae me or i ll be an awfy cunt nd break ur fukin phone tae,1
15662, itsdlow now i gotta ask bitches for nudes on facebook ,1
12698,mad that it s a pussy gym and full of fuck people,1
9132,flappy bird stresses me out,2
23542,ain t my hoe i just thought it was ,1
747,nowplaying the doors the wasp texas radio and the big beat on thearrow t co r wuxa jb ,2
21813,these hoes they be homie hopping but idgf ain t no fun if tha homies can t have nun go up then,1
18330, pocapetite stick by his side and don t give his pussy up ,1
19154, idntwearcondoms if your friend is a hoe u a hoe too birds of a feather flock together,1
2825, charlie stacydmomof revkahjc cantucimblonde kacado pattism hi charlie,2
16878, pbn rico maury years old and still exposing hoes ,1
16914, poeticgenius you go back and forth with a girl youre a bitch you let her disrespect youre a bitch lol,1
20174, theyalltatifans beeguwop i told you to unfollow that bitch but you ain t wanna listen barbie t co sw rkocw c ,1
16634, newzhuddle y all niggas ain t low tho y all really be comin at these bitches on here then when they curve u u act like u was playing ,1
17026, rameyhoe but we make it and this bitch sits on the couch and turns on ice age the movie and asks us if were hungry like we arent t ,1
10024,i am not your side bitch no more ,1
5944, esn josh esn waves esn creeper gt parthenon bitch please are you trying to say i was closer to philly than you,1
20353, xdsmooth shoutout to that niggah bookieg go follow,1
18551, alwayznpolo years of eating and still no beard more of mythology willyroast when you eat pussy it helps yo beard grow this is s ,1
21236,suzan are you really going to make me get off this sofa to find some damn silverware by golly you old bitch ,1
1962, zooyorkinit whattheflocka lol love you little bitch,1
3819, kiki that seven lol i m not you just can t be sad about things you can t control but when you walk that stage my nigglet i ll be happy ,1
15784, jazzriley if a hoe give my lil sista a eye like that she betta call me so we can go jump the bitch ,1
13175,nj sole sole sauce get those soles icy again t co kl kbdibkh,2
17282, sheseauxsaditty yall act like your pussy did something magical because a nigga suddenly didn t pull out naw he just didn t pull out ,1
9685,hate when i m in a girl city call her then she call back after i m on the plane bitch foh,1
3023, dietcarmel jlewyville idgaf man fuck them hoes they nice to look at but they ain t for me,1
9960,hurry up nigga this the last key they dont know where the fiberglass safe at to get in that bitch you need a glass key ,1
293, malibubarbie nd wtf is up with dark bitches with blonde please have several seats hoe looking like black amp milds out here,1
1481, regularassron ain t nothing better in life than meeting a hoe with a full time job don t let her have her own benefits nigga what,1
61, a xdemery i m a fucking fag they said ,1
17626, thatssoryannn zzachbarness ibs irritable bitch syndrome i have this,1
17976, versacelaflare everybody turning into assholes this year look what you ve bitches have done to us ,1
1969, best asian massage on the brooklyn park slope top rated spa t co thxm hjo ,2
18863, davidjones obama is out on the golf course still looking for his balls charlie daniels,2
14597, cappdaprez bust dat pussy wide open,1
2454, anita farid angjly lmao the side ho gets all the real action anyways ,1
17259, shabbacranks running a train is fucking a bitch you finish then somebody else come in and fuck the bitch that s a gangbang speak of ,1
11590,if this bitch hangs up on me one more time ,1
22227,tomorrow s agenda bake brownies amp visit a couple open house ,2
3062, dounealdy what are you doing tonight pussy ,1
11554,if my friends don t wanna hangout my automatic response is to call them a bitch whoops ,1
8797,don t fw sloppy hoes you might catch somethin ,1
20135, the ironsheik alex rodriguez you lucky only the ryan dempster hit you i going to get my camel to break your neck you son of a bitch,1
1206, diycookery oreo cookies t co zcjww zz bruh ,2
18700, buckupside what kind of world do we live in where bitches are getting surgery to make their butts bigger since when do women want a ,1
10021,i am for equality in the law for all people white black red yellow and blue homo s hetero s well i draw the line t co ugzyrtkabw,1
11016,i wanna get this hoe on my arm with a diamond coming out of the cloud riprick t co kdy ohutw,1
3232, gypmatic i pissed alotta ppl off on fb i was flooding the newsfeed next target them hoe ass texans,1
2443, andreaa olvera smd bitch,1
16939, powercumminmax green yellow fuel pump gt gt gt gt gt dieselstation,2
4133, misscleobb rachelereilly brendonvbb it sucks rachels sister is such a snobby bitch n rach is so nice cant stand elissa so snutty,1
48, these bitches even worst they ll send them guys for you ,1
15914, kingtunchi fucking with a bad bitch you gone need some money lil homie ,1
12132,just hit in flappy bird ,2
2517, ayymartt bitch where you been,1
17123, roberto oo kitten nugget danusaur aye stfu you dyke lookin bitch i m pretty sure you have a bigger dick than your boyfriend,1
11836,ion know why this bitch insists on telling me where she be going now idgaf about chu bitch like damn ,1
22803,white trash okies don t count as real white people to count as a white person you have to count a person okies aren t people ,0
4654, schulzgrayson dswizzle and i dont have a mom bitch ass nigga u better shut your fucking mouth before i do it for you with duck ass,1
13341,niggas only get fucked up only on weekends and i get fucked up daily bitch i still do it bigger not on my level,1
15201, fleebiscuit she s a sapiosexual i had a jimmy neutron brain blast showed her i m an intellectual and put the pussy on the chainwax ,1
9603,hot isis social media photo laughing jihadis get baby to kick severed head warning graphic t co p misiv a tcot pjnet,2
8336,can t be many things worse than having cops interrupted because a friggin yankee game is still going on ,2
21195,stupid ass hoe,1
17523, that bitch xo some bitches forget you have to be a friend to keep a friend getlostfakebitch ,1
8043,bitch bitch bitch,1
21770,these hoes ain t loyal and niggas ain t either,1
12478,lmao freakyt vonshayeb my nicca freakyt wat fool ,1
8477,chris bosh made danny green his bitch last night,1
15572, itold u idgaf ion put shit pass a bitch,1
5050, trustnunbut s aight bet we in that bitch too,1
3805, kenny wright itsfrankybitch yopapi chulo so if your and in high school you dont have your own house you fucking faggot,0
13226,never keep leeches in your life if bitches take more than they give it s time to cut them off,1
825,anywere thecooleyshow la palm trees and great weather any were else horrible weather and no bitches ,1
2247, years today i was a fucking retard and fell in love why was i so stupid wish i was coldhearted neverlovingsomeoneagain dontneedanyone,1
20011, shikeattike when the neighborhood freak throw you some pussy and you don t catch it t co koloobmvfa,1
10227,i don t like you bitch so amp i m having a party all weekend my momma going out of town ,1
19073, guypbenson confused are lefties using the bridgeghazi hashtag to mock the bridge situation as frivolous or seriously equating the t ,2
8868,drunk inlove with my gun bae bitch beyonc ,1
11279,i m goin big bitch suck my dick,1
10175,i didn t even get to see my baby today smh it s all my moms fault selfish bitch ,1
5766, coughlan youre racist against white people whigger anti racist is a codeword for anti white anti zionist is a codeword for antisemite ,0
803,worldseriesgame hunter pence is so annoying he should be a red sox player shave fool and take your vyvanse yankees ,2
